
  LLM     => MS=731.00 , TWT=180.00  , IdleAvg=314.70, WaitAvg=130.33, T=0.365s
  Random  => MS=798.00 , TWT=68.00   , IdleAvg=385.90, WaitAvg=145.22, T=0.365s
  EDD     => MS=783.00 , TWT=0.00    , IdleAvg=359.00, WaitAvg=177.44, T=0.365s
  MST     => MS=783.00 , TWT=0.00    , IdleAvg=359.00, WaitAvg=177.44, T=0.362s
  GPISRule1 => MS=852.00 , TWT=130.00  , IdleAvg=425.80, WaitAvg=157.22, T=0.364s
  GPISRule2 => MS=716.00 , TWT=168.00  , IdleAvg=294.90, WaitAvg=138.89, T=0.364s
  GPISRule3 => MS=751.00 , TWT=0.00    , IdleAvg=314.10, WaitAvg=162.00, T=0.367s
  GPISRule4 => MS=783.00 , TWT=0.00    , IdleAvg=359.00, WaitAvg=177.44, T=0.365s
  GPISRule5 => MS=798.00 , TWT=0.00    , IdleAvg=364.10, WaitAvg=161.56, T=0.366s

=== INSTANCE: test_flex_events_4_util0.95_ec0.08_nm6_v0.json (Machines: 6, Total Jobs Defined: 10) ===
  SPT     => MS=931.00 , TWT=236.00  , IdleAvg=263.50, WaitAvg=214.78, T=0.220s
  LPT     => MS=1119.00, TWT=990.00  , IdleAvg=422.67, WaitAvg=209.22, T=0.218s
  FIFO    => MS=1024.00, TWT=355.00  , IdleAvg=377.50, WaitAvg=171.44, T=0.220s
  LIFO    => MS=966.00 , TWT=1401.00 , IdleAvg=307.00, WaitAvg=203.56, T=0.220s
  SRPT    => MS=1027.00, TWT=459.00  , IdleAvg=391.17, WaitAvg=149.00, T=0.219s
  OPR     => MS=1062.00, TWT=349.00  , IdleAvg=424.67, WaitAvg=160.33, T=0.220s
  ECT     => MS=1039.00, TWT=513.00  , IdleAvg=386.67, WaitAvg=187.11, T=0.219s
  LLM     => MS=1024.00, TWT=355.00  , IdleAvg=377.50, WaitAvg=171.44, T=0.220s
  Random  => MS=1043.00, TWT=356.00  , IdleAvg=397.17, WaitAvg=201.78, T=0.219s
  EDD     => MS=1036.00, TWT=509.00  , IdleAvg=385.83, WaitAvg=176.89, T=0.218s
  MST     => MS=963.00 , TWT=481.00  , IdleAvg=294.33, WaitAvg=206.44, T=0.220s
  GPISRule1 => MS=948.00 , TWT=109.00  , IdleAvg=324.50, WaitAvg=178.56, T=0.221s
  GPISRule2 => MS=951.00 , TWT=136.00  , IdleAvg=327.83, WaitAvg=236.56, T=0.219s
  GPISRule3 => MS=963.00 , TWT=481.00  , IdleAvg=294.33, WaitAvg=206.44, T=0.220s
  GPISRule4 => MS=963.00 , TWT=481.00  , IdleAvg=294.33, WaitAvg=206.44, T=0.219s
  GPISRule5 => MS=897.00 , TWT=34.00   , IdleAvg=282.00, WaitAvg=165.22, T=0.220s

=== INSTANCE: test_flex_events_5_util0.95_ec0.08_nm10_v0.json (Machines: 10, Total Jobs Defined: 10) ===
  SPT     => MS=757.00 , TWT=0.00    , IdleAvg=348.20, WaitAvg=131.00, T=0.360s
  LPT     => MS=763.00 , TWT=0.00    , IdleAvg=363.80, WaitAvg=126.33, T=0.363s
  FIFO    => MS=952.00 , TWT=118.00  , IdleAvg=555.90, WaitAvg=127.11, T=0.365s
  LIFO    => MS=952.00 , TWT=118.00  , IdleAvg=555.90, WaitAvg=127.11, T=0.361s
  SRPT    => MS=952.00 , TWT=0.00    , IdleAvg=537.60, WaitAvg=129.11, T=0.360s
  OPR     => MS=761.00 , TWT=0.00    , IdleAvg=359.70, WaitAvg=116.33, T=0.360s
  ECT     => MS=812.00 , TWT=48.00   , IdleAvg=412.10, WaitAvg=131.00, T=0.363s
  LLM     => MS=952.00 , TWT=118.00  , IdleAvg=555.90, WaitAvg=127.11, T=0.364s
  Random  => MS=952.00 , TWT=0.00    , IdleAvg=537.50, WaitAvg=146.67, T=0.360s
  EDD     => MS=952.00 , TWT=0.00    , IdleAvg=538.70, WaitAvg=137.22, T=0.361s
  MST     => MS=952.00 , TWT=0.00    , IdleAvg=538.70, WaitAvg=137.22, T=0.361s
  GPISRule1 => MS=815.00 , TWT=2.00    , IdleAvg=413.90, WaitAvg=126.11, T=0.362s
  GPISRule2 => MS=801.00 , TWT=26.00   , IdleAvg=371.40, WaitAvg=116.89, T=0.362s
  GPISRule3 => MS=952.00 , TWT=0.00    , IdleAvg=538.70, WaitAvg=137.22, T=0.362s
  GPISRule4 => MS=952.00 , TWT=0.00    , IdleAvg=538.70, WaitAvg=137.22, T=0.362s
  GPISRule5 => MS=811.00 , TWT=30.00   , IdleAvg=425.00, WaitAvg=99.11 , T=0.363s

=== INSTANCE: test_flex_events_6_util0.95_ec0.15_nm6_v0.json (Machines: 6, Total Jobs Defined: 10) ===
  SPT     => MS=1071.00, TWT=32.00   , IdleAvg=494.17, WaitAvg=211.44, T=0.223s
  LPT     => MS=1081.00, TWT=202.00  , IdleAvg=443.50, WaitAvg=289.11, T=0.221s
  FIFO    => MS=1038.00, TWT=240.00  , IdleAvg=452.50, WaitAvg=229.89, T=0.222s
  LIFO    => MS=1020.00, TWT=28.00   , IdleAvg=422.50, WaitAvg=240.67, T=0.222s
  SRPT    => MS=1071.00, TWT=460.00  , IdleAvg=466.83, WaitAvg=214.00, T=0.222s
  OPR     => MS=1038.00, TWT=306.00  , IdleAvg=454.67, WaitAvg=231.89, T=0.222s
  ECT     => MS=1070.00, TWT=818.00  , IdleAvg=445.00, WaitAvg=251.89, T=0.221s
  LLM     => MS=1038.00, TWT=240.00  , IdleAvg=452.50, WaitAvg=229.89, T=0.222s
  Random  => MS=1038.00, TWT=10.00   , IdleAvg=484.33, WaitAvg=224.78, T=0.223s
  EDD     => MS=996.00 , TWT=0.00    , IdleAvg=406.50, WaitAvg=195.11, T=0.222s
  MST     => MS=996.00 , TWT=0.00    , IdleAvg=406.50, WaitAvg=195.11, T=0.222s
  GPISRule1 => MS=1038.00, TWT=10.00   , IdleAvg=466.33, WaitAvg=203.11, T=0.225s
  GPISRule2 => MS=1038.00, TWT=4.00    , IdleAvg=460.67, WaitAvg=289.44, T=0.243s
  GPISRule3 => MS=996.00 , TWT=0.00    , IdleAvg=406.50, WaitAvg=195.11, T=0.231s
  GPISRule4 => MS=996.00 , TWT=0.00    , IdleAvg=406.50, WaitAvg=195.11, T=0.223s
  GPISRule5 => MS=1015.00, TWT=28.00   , IdleAvg=420.33, WaitAvg=188.78, T=0.223s

=== INSTANCE: test_flex_events_7_util0.95_ec0.15_nm10_v0.json (Machines: 10, Total Jobs Defined: 10) ===
  SPT     => MS=813.00 , TWT=312.00  , IdleAvg=394.20, WaitAvg=145.67, T=0.369s
  LPT     => MS=784.00 , TWT=412.00  , IdleAvg=393.80, WaitAvg=145.22, T=0.366s
  FIFO    => MS=738.00 , TWT=878.00  , IdleAvg=346.70, WaitAvg=130.00, T=0.369s
  LIFO    => MS=738.00 , TWT=878.00  , IdleAvg=346.70, WaitAvg=130.00, T=0.369s
  SRPT    => MS=754.00 , TWT=156.00  , IdleAvg=370.60, WaitAvg=131.56, T=0.370s
  OPR     => MS=754.00 , TWT=156.00  , IdleAvg=370.60, WaitAvg=131.56, T=0.368s
  ECT     => MS=754.00 , TWT=156.00  , IdleAvg=370.60, WaitAvg=131.56, T=0.368s
  LLM     => MS=738.00 , TWT=878.00  , IdleAvg=346.70, WaitAvg=130.00, T=0.368s
  Random  => MS=795.00 , TWT=186.00  , IdleAvg=415.90, WaitAvg=114.11, T=0.368s
  EDD     => MS=1034.00, TWT=280.00  , IdleAvg=642.20, WaitAvg=154.67, T=0.368s
  MST     => MS=1034.00, TWT=280.00  , IdleAvg=642.20, WaitAvg=154.67, T=0.371s
  GPISRule1 => MS=900.00 , TWT=398.00  , IdleAvg=512.20, WaitAvg=145.11, T=0.367s
  GPISRule2 => MS=900.00 , TWT=188.00  , IdleAvg=542.80, WaitAvg=143.78, T=0.368s
  GPISRule3 => MS=1034.00, TWT=280.00  , IdleAvg=642.20, WaitAvg=154.67, T=0.371s
  GPISRule4 => MS=816.00 , TWT=770.00  , IdleAvg=400.90, WaitAvg=134.11, T=0.367s
  GPISRule5 => MS=776.00 , TWT=356.00  , IdleAvg=376.40, WaitAvg=116.56, T=0.369s


=== Average Performance per Rule (across all instances) ===
Rule   : AvgMS  , AvgTWT  , AvgIdle, AvgWait, AvgT (s)
SPT    : 895.00 , 128.75  , 374.81 , 172.96 , 0.295  
LPT    : 944.62 , 433.62  , 402.01 , 171.08 , 0.293  
FIFO   : 940.88 , 389.62  , 419.62 , 151.90 , 0.295  
LIFO   : 904.38 , 433.88  , 384.27 , 157.43 , 0.294  
